Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
Worcester,32.95,0.05,0.05,,0.21,0.21,,0.8,0.12,0.2,0.08,0.41,15.15,4.96,1.48,1.21,2.18,0.09,10.19,3.37,2.34,0.58,0.45,11.66,1.65,1.51,0.04,0.1,0.03,0.02,,2022
Plymouth County,16.02,0.02,0.02,,0.4,0.39,0.01,0.19,0.05,0.04,0.01,0.09,7.43,2.34,0.28,0.42,1.04,0.59,5.09,1.13,0.59,0.45,0.09,5.56,1.25,1.21,0.03,0.02,0.04,0,,2022
Lynn,28.3,0.07,0.07,,0.37,0.37,,0.9,0.16,0.17,0.16,0.42,14.93,5.21,0.58,1.31,2.89,0.44,9.72,1.55,0.65,0.89,0.01,8.73,1.69,1.47,0.1,0.12,0.06,,,2022
Fall River,33.81,0.02,0.02,,0.53,0.53,,1.09,0.15,0.32,0.15,0.48,19.74,8.4,0.88,1.33,3.46,2.73,11.34,4.07,1.87,2.01,0.19,6.28,2.01,1.7,0.12,0.2,0.05,0.02,,2022
Norfolk County,14.25,0.01,0.01,,0.21,0.2,0.01,0.13,0.03,0.02,0.03,0.05,5.62,1.62,0.15,0.3,0.79,0.37,4,1.01,0.55,0.36,0.1,6.67,0.58,0.5,0.02,0.06,0.02,0,0,2022
Brockton,33.77,0.07,0.07,,0.71,0.7,0.01,0.59,0.17,0.08,0.05,0.28,14.95,5.1,0.89,1.11,2.05,1.04,9.86,2.63,1.34,1.14,0.15,10.24,4.5,4.44,0.05,0.01,0.08,0.01,,2022
Holyoke,70.1,0.16,0.16,,0.29,0.29,,1.5,0.45,0.18,0.11,0.76,30.47,7.64,1.58,1.13,4.59,0.34,22.82,3.48,1.37,1.11,1,30.83,3.11,2.98,0.08,0.05,0.26,,,2022
Lowell,34.24,0.05,0.05,,0.17,0.16,0.01,0.64,0.15,0.07,0.08,0.34,15.4,3.16,0.93,1.29,0.72,0.23,12.24,2.17,1.34,0.01,0.82,14.01,1.74,1.33,0.13,0.27,0.07,,,2022
Abington,13.59,,,,0.17,0.17,,0.17,,,,0.17,4.25,1.12,,0.34,0.67,0.11,3.13,1.06,0.95,0.11,,6.77,1.12,1.01,0.06,0.06,0.06,,,2022
New Bedford,43.47,0.04,0.04,,0.48,0.47,0.01,1.09,0.33,0.15,0.12,0.5,26.07,4.64,0.83,1.1,2.21,0.5,21.43,1.95,1.07,0.74,0.14,11.85,1.84,1.57,0.08,0.2,0.12,0.01,,2022
North Attleborough,14.39,,,,0.16,0.16,,0.06,,0.03,,0.03,3.57,1.35,,0.23,1.06,0.06,2.22,0.64,0.39,0.23,0.03,9.3,0.64,0.64,,,,,,2022
Lawrence,21.83,0.05,0.05,,0.32,0.31,0.01,0.55,0.26,0.11,0.07,0.11,11.82,4.11,0.61,1.22,1.87,0.41,7.71,0.85,0.53,0.32,,7.1,1.09,0.81,0.15,0.12,0.06,,,2022
Westfield,15.95,,,,0.44,0.44,,0.12,0.02,0.02,0.02,0.05,6.32,1.7,0.42,0.25,0.88,0.15,4.62,0.74,0.39,0.25,0.1,7.2,1.06,0.84,0.15,0.07,0.05,0.02,,2022
Everett,22.55,0.04,0.04,,0.5,0.48,0.02,0.39,0.1,0.1,0.06,0.12,8.05,2.57,0.48,0.52,1.1,0.48,5.48,1.94,0.99,0.72,0.23,9.56,2.03,1.61,0.14,0.27,0.04,,,2022
Barnstable County,16.26,0.03,0.02,0.01,0.36,0.36,,0.11,0.02,0.03,0.01,0.05,8.56,2.13,0.23,0.39,0.95,0.56,6.43,1.3,0.61,0.56,0.13,5.55,0.3,0.25,0.02,0.03,0.04,0.03,,2022
Barnstable,21.01,0.04,0.02,0.02,0.51,0.51,,0.22,0.06,0.04,0.02,0.1,12.22,3.88,0.46,0.99,1.82,0.61,8.34,1.27,0.53,0.59,0.14,6.16,0.51,0.42,0.04,0.06,0.06,0.02,,2022
Berkshire County,21.35,0.05,0.05,,0.51,0.5,0.01,0.39,0.05,0.05,0.07,0.23,8.69,3.42,0.7,0.72,1.21,0.8,5.26,2.8,1.36,1.35,0.09,7.89,0.91,0.82,0.07,0.02,0.08,0.02,0.01,2022
Pittsfield,27.66,0.07,0.07,,0.94,0.94,,0.74,0.07,0.11,0.18,0.37,9.63,5.75,1.17,1.22,2.37,0.99,3.89,5.31,2.53,2.57,0.21,9.1,1.66,1.49,0.14,0.02,0.18,,0.02,2022
Taunton,17.67,0.02,0.02,,0.38,0.35,0.03,0.28,,0.08,,0.2,7.78,4.21,0.1,0.42,1.28,2.41,3.56,1.1,0.52,0.5,0.08,6.79,1.28,1.17,0.05,0.07,0.03,,,2022
Chicopee,36.26,0.07,0.07,,0.67,0.67,,0.56,0.25,0.07,0.05,0.18,16.14,4.16,0.71,0.9,2.12,0.43,11.98,2.41,1.48,0.87,0.05,14.6,1.72,1.59,0.09,0.04,0.09,,,2022
Revere,23.42,0.02,0.02,,0.4,0.4,,0.33,0.18,0.04,,0.12,10.38,2.63,0.19,0.68,0.79,0.97,7.74,1.16,0.88,0.18,0.11,9.29,1.81,1.62,,0.19,,0.04,,2022
MBTA - Suffolk County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Groveland,1.33,,,,,,,,,,,,1.04,,,,,,1.04,,,,,0.3,,,,,,,,2022
Haverhill,27.44,,,,0.04,0.04,,0.22,0.06,0.03,0.06,0.07,19.12,5.54,0.48,0.85,2.58,1.63,13.58,0.92,0.52,0.4,,6.47,0.61,0.45,0.09,0.07,0.04,,,2022
Methuen,14.32,0.04,0.04,,0.04,0.04,,0.17,0.04,0.02,0.04,0.08,5.98,1.25,0.11,0.21,0.49,0.44,4.73,1.51,1.19,0.28,0.04,5.96,0.62,0.47,0.06,0.09,,,,2022
MBTA - Essex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
East Longmeadow,21.27,,,,0.49,0.49,,0.24,,,0.06,0.18,6.5,1.34,0.12,0.12,0.79,0.3,5.16,1.76,0.85,0.61,0.3,11.54,0.73,0.61,,0.12,,,,2022
Hampshire County,15.65,0.01,0.01,0,0.55,0.54,0.01,0.05,0.01,0.01,0.01,0.02,6.35,1.79,0.09,0.32,0.78,0.6,4.57,0.96,0.4,0.4,0.17,7.31,0.35,0.3,0.03,0.01,0.06,,,2022
Northampton,25.01,0.03,0.03,,0.82,0.79,0.03,0.17,0.03,0.03,0.03,0.07,11.36,2.78,0.07,0.48,1.34,0.89,8.58,1.23,0.65,0.45,0.14,10.67,0.62,0.58,,0.03,0.1,,,2022
Cambridge,34.04,,,,0.35,0.33,0.02,0.82,0.11,0.15,0.24,0.32,10.3,2.88,0.24,0.53,1.69,0.42,7.42,2.38,1.08,1.19,0.11,18.9,1.19,0.85,0.04,0.29,0.11,,,2022
Framingham,20.63,0.01,0.01,,0.25,0.25,,0.06,,0.01,,0.04,6.08,2.6,0.16,0.61,0.95,0.89,3.48,5.05,1.17,3.03,0.85,7.89,1.22,1.06,,0.16,0.07,,,2022
Groton,4.33,,,,0.09,0.09,,,,,,,2.71,0.72,0.09,0.09,0.54,,1.99,0.36,0.09,0.09,0.18,1.17,,,,,0,,,2022
Lexington,5.13,,,,0.18,0.18,,0.03,,,,0.03,1.95,0.24,,0.03,0.15,0.06,1.71,0.59,0.24,0.3,0.06,2.15,0.24,0.21,,0.03,,,,2022
Malden,18.54,,,,0.05,0.05,,0.37,0.05,0.16,0.06,0.11,5.56,1.91,0.26,0.33,1.04,0.28,3.65,1.06,0.64,0.4,0.02,9.46,1.99,1.58,0.12,0.28,0.03,0.02,,2022
Tewksbury,19.57,,,,0.46,0.46,,0.29,0.03,0.03,,0.23,7.5,1.83,0.1,0.2,1.14,0.39,5.68,0.72,0.2,0.49,0.03,10.08,0.52,0.36,0.16,,0,,,2022
Brookline,12.11,,,,0.06,0.06,,0.18,0.02,0.05,0.08,0.03,2.71,0.83,0.1,0.11,0.59,0.03,1.88,0.72,0.46,0.11,0.14,7.89,0.56,0.41,,0.14,,,,2022
Plainville,17.74,,,,0.1,0.1,,0.1,,,,0.1,7.76,1.71,0.3,0.1,1.21,0.1,6.05,2.22,0.3,1.71,0.2,7.06,0.5,0.1,,0.4,,,,2022
Quincy,22.21,0.02,0.02,,0.34,0.31,0.03,0.32,0.06,0.07,0.04,0.15,10.56,3.3,0.34,0.66,1.8,0.5,7.26,1.95,1.09,0.66,0.2,8.07,0.91,0.75,0.07,0.09,0.05,,,2022
Randolph,21.8,0.06,0.06,,0.15,0.15,,0.28,0.12,0.06,,0.09,9.08,2.09,0.34,0.77,0.99,,6.99,1.51,1.02,0.46,0.03,9.18,1.45,1.32,0.03,0.09,,0.06,0.03,2022
Stoughton,21.74,0.03,0.03,,0.38,0.38,,0.24,0.03,0.07,0.07,0.07,9.72,1.95,0.34,0.41,1.03,0.17,7.77,1.06,0.65,0.31,0.1,8.46,1.78,1.75,,0.03,0.07,,,2022
Wareham,20.3,0.04,0.04,,0.53,0.53,,0.33,0.04,0.12,0.04,0.12,9.43,2.26,0.25,0.53,1.11,0.37,7.18,1.44,0.53,0.78,0.12,7.75,0.78,0.7,0.04,0.04,,,,2022
Athol,18.68,,,,0.59,0.59,,0.08,0.08,,,,10.14,5.11,0.5,0.75,2.6,1.26,5.03,0.59,0.5,0.08,,6.53,0.75,0.67,0.08,,,,,2022
Clinton,1.94,,,,,,,,,,,,1.62,0.52,0.06,0.13,0.06,0.26,1.1,0.06,0.06,,,0.26,,,,,,,,2022
Fitchburg,18.54,0.02,0.02,,0.5,0.5,,0.45,0.14,0.1,0.05,0.17,10.03,3.49,0.57,0.84,1.41,0.67,6.53,1.44,0.62,0.5,0.31,4.98,1.01,0.91,,0.1,0.1,0.02,,2022
Bourne,17.61,,,,0.28,0.28,,0.05,,,,0.05,10.7,1.75,0.14,0.24,1.28,0.09,8.95,1.14,0.47,0.43,0.24,5.02,0.38,0.33,,0.05,0.05,,,2022
Brewster,7.04,,,,0.09,0.09,,,,,,,2.25,0.75,,0.09,0.19,0.47,1.5,0.75,0.47,0.28,,3.66,0.28,0.28,,,,,,2022
Chatham,9.5,,,,0.29,0.29,,,,,,,3.95,1.17,0.15,0.29,0.15,0.58,2.78,0.44,0.29,0.15,,4.82,,,,,,,,2022
Dennis,19.21,,,,0.53,0.53,,,,,,,7.96,2.96,0.26,0.2,1.05,1.45,5,1.51,0.92,0.59,,8.88,0.2,0.13,,0.07,0.13,,,2022
Eastham,10.27,,,,0.34,0.34,,,,,,,3.87,1.01,,0.17,0.67,0.17,2.86,0.84,0.17,0.34,0.34,5.22,,,,,,,,2022
Falmouth,18.69,0.06,0.06,,0.18,0.18,,0.27,0.03,0.18,0.03,0.03,10.07,1.92,0.12,0.3,0.74,0.77,8.15,2.48,1,1.12,0.35,5.31,0.3,0.3,,,0,0.03,,2022
Harwich,13.61,0.07,,0.07,0.07,0.07,,0.07,,,,0.07,6.34,0.86,0.22,0.14,0.36,0.14,5.47,1.58,1.08,0.36,0.14,5.26,0.14,,0.14,0,0.07,,,2022
Mashpee,13.22,,,,0.32,0.32,,,,,,,7.37,2.1,0.32,0.25,0.64,0.89,5.28,0.89,0.38,0.32,0.19,4.39,0.25,0.25,,,,,,2022
Orleans,15.43,,,,0.61,0.61,,0.15,,,,0.15,7.03,0.76,0.15,0.15,0.15,0.31,6.26,0.61,0.46,0.15,,6.57,0.31,0.31,,,,0.15,,2022
Provincetown,20.4,,,,0.53,0.53,,0.26,,,,0.26,11.66,0.79,0.26,,0.26,0.26,10.86,2.65,0.53,2.12,,4.77,0.53,0.53,,,,,,2022
Sandwich,9.61,,,,0.19,0.19,,0.05,,,0.05,,5.52,0.9,,0.14,0.52,0.24,4.62,0.52,0.29,0.24,,3.19,0.14,0.14,,,,,,2022
Truro,11.44,0.39,0.39,,,,,,,,,,6.31,0.79,,0.39,0.39,,5.52,,,,,4.73,,,,,,,,2022
Wellfleet,6.71,,,,0.54,0.54,,,,,,,2.95,0.27,,,0.27,,2.68,0.81,,0.81,,2.15,0.27,0.27,,,,,,2022
Yarmouth,17.7,,,,0.62,0.62,,0.08,,,,0.08,7.98,2.45,0.31,0.35,1.13,0.66,5.52,1.28,0.74,0.51,0.04,7.35,0.19,0.12,,0.08,0.08,0.12,,2022
Cape Cod Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MBTA - Barnstable County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Barnstable State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Barnstable State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Adams,23.91,,,,0.5,0.5,,0.62,,,,0.62,10.16,2.48,0.12,1.11,0.87,0.37,7.68,3.84,2.23,1.61,,8.18,0.62,0.5,,0.12,,,,2022
Alford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Becket,11.38,,,,0.52,0.52,,,,,,,5.69,2.07,,,1.55,0.52,3.62,1.03,0.52,0.52,,2.07,2.07,1.55,,0.52,,,,2022
Cheshire,3.41,,,,0.31,0.31,,,,,,,2.48,0.31,,,,0.31,2.17,0.31,0.31,,,0.31,,,,,,,,2022
Clarksburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dalton,14.19,,,,0.32,0.32,,0.48,,,0.16,0.32,7.17,1.91,0.64,0.32,0.8,0.16,5.26,0.96,0.8,,0.16,4.14,0.8,0.64,0.16,,,0.32,,2022
Egremont,12.37,,,,,,,,,,,,5.82,1.46,,,1.46,,4.37,0.73,0.73,,,5.82,,,,,,,,2022
Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Great Barrington,13.86,,,,0.42,0.42,,0.42,,,,0.42,7,1.54,0.42,0.14,0.28,0.7,5.46,0.28,0.14,0.14,,5.32,0.28,0.28,,,0.14,,,2022
Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Hinsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Lanesboro,22.18,0.33,0.33,,,,,0.33,0.33,,,,10.92,0.66,,,,0.66,10.26,1.32,0.99,0.33,,6.95,1.99,1.32,0.66,,0.33,,,2022
Lee,22.65,,,,0.52,0.52,,,,,,,6.97,1.39,,,1.05,0.35,5.57,2.26,1.05,1.05,0.17,12.37,0.52,0.52,,,,,,2022
Lenox,19.2,,,,0.2,,0.2,,,,,,2.74,0.78,0.2,0.2,0.39,,1.96,1.37,0.78,0.39,0.2,14.1,0.78,0.78,,,,,,2022
Monterey,3.67,,,,,,,,,,,,1.83,,,,,,1.83,0.92,,0.92,,0.92,,,,,,,,2022
Mount Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
New Ashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
New Marlboro,5.95,,,,,,,,,,,,3.97,1.98,,1.98,,,1.98,1.98,1.98,,,,,,,,,,,2022
North Adams,50.17,0.23,0.23,,0.47,0.47,,0.47,0.16,0.08,,0.23,24.93,8.96,2.18,1.71,1.71,3.35,15.97,3.9,1.48,2.42,,19.4,0.78,0.78,,,0,,,2022
Otis,3.69,,,,,,,,,,,,0.61,,,,,,0.61,1.23,,1.23,,0.61,1.23,1.23,,,,,,2022
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Sandisfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Savoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Sheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Stockbridge,13.52,,,,0.5,0.5,,,,,,,5.51,2,,0.5,1,0.5,3.51,1,0.5,0.5,,6.01,0.5,0.5,,,,,,2022
Tyringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
West Stockbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Williamstown,9.85,,,,0.37,0.37,,,,,,,2.99,0.37,,0.12,0.12,0.12,2.62,0.37,0.12,0.25,,5.74,0.37,0.37,,,,,,2022
Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MA College of Liberal Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MBTA - Berkshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Berkshire State Police,5.82,0,0,,,,,0.11,,,,0.11,4.98,0.21,0.21,,,,4.76,0.32,0.21,0.11,,0.32,0.11,0.11,,,,,,2022
Berkshire State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Berkshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Acushnet,6.6,,,,0.47,0.47,,,,,,,3.02,0.47,,,0.47,,2.54,0.66,0.57,0.09,,1.88,0.57,0.47,,0.09,,,,2022
Attleboro,20.86,0.02,0.02,,0.21,0.21,,0.21,0.06,0.04,,0.11,9.63,2.15,0.19,0.43,1.49,0.04,7.48,1.13,0.49,0.43,0.21,8.95,0.62,0.51,0.02,0.09,0.06,0.02,,2022
Berkley,4.68,,,,0.15,0.15,,,,,,,2.92,0.44,,0.15,0.29,,2.48,,,,,1.02,0.58,0.29,0.29,,,,,2022
Dartmouth,24.48,,,,0.23,0.23,,0.32,,0.03,0.03,0.26,11.79,2.05,0.2,0.53,1.11,0.2,9.74,1.02,0.47,0.47,0.09,10.79,0.26,0.18,,0.09,0.06,,,2022
Dighton,5.7,,,,0.36,0.36,,0.12,,,0.12,,2.91,0.49,,,0.24,0.24,2.43,0.49,0.24,0.24,,1.33,0.49,0.24,0.24,,,,,2022
Easton,11.78,,,,0.2,0.2,,0.2,0.16,,,0.04,3.5,1.37,0.2,0.16,0.67,0.35,2.12,0.82,0.51,0.27,0.04,6.68,0.35,0.31,,0.04,0.04,,,2022
Fairhaven,20.58,,,,0.31,0.31,,0.19,0.06,,,0.13,11.76,2.88,0.31,0.44,1.75,0.38,8.88,0.94,0.25,0.63,0.06,6.82,0.5,0.5,,,,0.06,,2022
Freetown,15.36,,,,0.22,0.22,,,,,,,8.76,2.38,0.32,0.54,1.19,0.32,6.38,1.19,0.43,0.65,0.11,4.33,0.65,0.65,,,0.22,,,2022
Mansfield,12.87,,,,0.17,0.17,,0.17,,,,0.17,5.77,0.88,,0.17,0.21,0.5,4.89,0.46,0.17,0.29,,6.02,0.25,0.25,,,0.04,,,2022
Norton,4.75,,,,,,,0.05,,,,0.05,3.2,1.03,0.1,0.21,0.41,0.31,2.17,0.1,0.05,0.05,,0.98,0.41,0.36,0.05,,,,,2022
Raynham,14.28,0.26,,0.26,0.39,0.39,,0.13,,,,0.13,3.05,0.91,0.06,0.13,0.32,0.39,2.14,0.58,0.32,0.19,0.06,9.15,0.71,0.58,0.06,0.06,,,,2022
Rehoboth,8.27,,,,0.23,0.23,,,,,,,3.94,0.85,0.15,0.15,0.54,,3.09,0.54,0.23,0.15,0.15,3.25,0.31,0.31,,,,,,2022
Seekonk,24.6,,,,0.13,0.13,,0.64,0.06,0.06,0.19,0.32,4.65,1.72,0.13,0.32,0.7,0.57,2.93,1.27,0.76,0.45,0.06,16.12,1.78,1.72,,0.06,,,,2022
Somerset,17.85,,,,0.71,0.71,,0.11,,,0.05,0.05,8.68,1.47,0.05,0.22,0.66,0.55,7.21,0.44,0.16,0.22,0.05,7.48,0.44,0.38,,0.05,,,,2022
Swansea,14.21,,,,0.34,0.34,,,,,,,6.93,1.15,0.11,0.06,0.74,0.23,5.79,0.4,0.17,0.17,0.06,5.73,0.8,0.57,0.23,,,,,2022
Westport,10.08,,,,0.24,0.24,,,,,,,4.98,0.97,,0.18,0.67,0.12,4.01,0.55,0.24,0.3,,3.76,0.49,0.3,0.06,0.12,0.06,,,2022
U-Mass Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Stonehill College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bristol Comm College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Wheaton College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Uncategorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
MBTA - Bristol County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bristol State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bristol State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Bristol State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dukes County,19.33,0.05,0.05,,0.28,0.28,,0.05,0.05,,,,9.99,4.42,0.09,0.46,1.47,2.39,5.57,1.93,0.41,1.47,0.05,6.63,0.37,0.32,0.05,,0.05,,,2022
Chilmark,3.1,,,,,,,,,,,,1.55,,,,,,1.55,,,,,1.55,,,,,,,,2022
Edgartown,20.24,,,,0.36,0.36,,,,,,,8.39,3.83,0.18,0.73,1.09,1.82,4.56,2.55,0.36,2.19,,8.39,0.36,0.18,0.18,,0.18,,,2022
Aquinnah,8.6,,,,,,,,,,,,4.3,,,,,,4.3,2.15,,2.15,,2.15,,,,,,,,2022
Gosnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Oak Bluffs,31.13,,,,0.53,0.53,,,,,,,16.98,6.37,,0.88,2.3,3.18,10.61,2.3,0.88,1.42,,10.61,0.71,0.71,,,,,,2022
Tisbury,19.49,,,,0.2,0.2,,0.2,0.2,,,,11.03,6.3,0.2,0.2,1.97,3.94,4.73,2.17,,1.97,0.2,5.71,0.2,0.2,,,,,,2022
West Tisbury,6.92,0.27,0.27,,,,,,,,,,3.99,1.86,,,0.8,1.06,2.13,0.8,0.53,0.27,,1.6,0.27,0.27,,,,,,2022
MBTA - Dukes County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dukes State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Dukes State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Amesbury,14.53,,,,0.12,0.12,,,,,,,6.71,1.27,0.06,,0.93,0.29,5.44,0.64,0.23,0.29,0.12,6.66,0.29,0.29,,,0.12,,,2022
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Andover,8.24,,,,0.16,0.14,0.03,0.05,,,,0.05,2.84,1.01,0.03,0.05,0.35,0.57,1.83,0.79,0.46,0.22,0.11,4.07,0.3,0.25,,0.05,0.03,,,2022
Beverly,7.02,,,,0.12,0.12,,,,,,,2.05,0.9,0.14,0.19,0.49,0.07,1.15,0.21,0.07,0.14,,4.36,0.28,0.26,0.02,,,,,2022
Boxford,1.6,,,,,,,,,,,,1.11,0.12,,0.12,,,0.98,,,,,0.49,,,,,,,,2022
Danvers,18.72,,,,0.22,0.22,,0.11,0.07,,,0.04,6.49,1.61,0.25,0.32,0.65,0.39,4.88,0.72,0.5,0.22,,10.26,0.93,0.75,0.14,0.04,,,,2022
Essex,7.07,,,,,,,,,,,,3.26,1.09,,,0.82,0.27,2.18,0.54,0.27,0.27,,2.99,0.27,0.27,,,,,,2022
Georgetown,6.42,,,,,,,,,,,,2.97,0.83,0.12,,0.71,,2.14,0.48,,,0.48,2.85,0.12,0.12,,,,,,2022
Gloucester,15.61,,,,0.46,0.46,,0.17,0.03,0.03,,0.1,9.37,1.78,0.17,0.46,0.43,0.73,7.59,0.96,0.5,0.33,0.13,4.06,0.5,0.46,0.03,,0.1,,,2022
Hamilton,3.97,,,,0.26,0.26,,,,,,,1.19,0.93,,0.26,0.13,0.53,0.26,0.4,0.13,,0.26,1.85,0.26,0.26,,,,,,2022
Ipswich,4.15,,,,0.07,0.07,,,,,,,1.53,0.36,,0.07,0.07,0.22,1.16,0.36,0.15,0.22,,1.89,0.29,0.29,,,,,,2022
Lynnfield,9.78,,,,,,,0.08,0.08,,,,2.23,0.77,,0.08,0.15,0.54,1.46,1.31,1,0.31,,5.93,0.23,0.23,,,,,,2022
Manchester-by-the-sea,5.59,,,,,,,,,,,,0.37,,,,,,0.37,0.19,,,0.19,4.85,0.19,0.19,,,,,,2022
Marblehead,7.74,,,,0.05,0.05,,0.05,,,,0.05,3.15,0.59,0.1,,0.3,0.2,2.56,0.79,0.25,0.54,,3.45,0.25,0.25,,,0,,,2022
Merrimac,8.18,,,,0.3,0.3,,,,,,,4.76,1.19,0.15,,0.74,0.3,3.57,0.45,0.15,0.3,,2.53,0.15,,,0.15,,,,2022
Middleton,7.97,,,,0.51,0.51,,,,,,,3.68,0.31,,0.31,,,3.37,0.2,0.2,,,3.17,0.41,0.2,0.1,0.1,,,,2022
Nahant,3.02,,,,,,,,,,,,0.9,0.3,,,,0.3,0.6,,,,,2.11,,,,,,,,2022
Newbury,9.38,,,,0.15,0.15,,,,,,,5.66,0.89,,,0.74,0.15,4.76,0.74,0.45,0.3,,2.68,0.15,0.15,,,,,,2022
Newburyport,9.53,,,,0.6,0.54,0.05,,,,,,3.87,0.93,0.11,0.05,0.54,0.22,2.94,0.27,,0.11,0.16,4.19,0.6,0.54,,0.05,,,,2022
North Andover,6.91,,,,0.13,0.13,,0.1,0.07,,,0.03,2.41,0.68,0.13,0.16,0.23,0.16,1.73,0.72,0.26,0.33,0.13,3,0.49,0.42,0.03,0.03,0.07,,,2022
Peabody,14.92,,,,0.28,0.26,0.02,0.18,0.06,0.04,0.02,0.07,6.25,2.07,0.11,0.37,1.07,0.52,4.18,0.87,0.52,0.24,0.11,6.97,0.35,0.3,0.04,0.02,0.02,,,2022
Rockport,4.31,,,,0.14,0.14,,,,,,,3.02,0.14,,,0.14,,2.87,0.14,,0.14,,1.01,,,,,,,,2022
Rowley,5.22,,,,0.16,0.16,,,,,,,2.45,0.49,,0.16,0.33,,1.96,0.16,0.16,,,1.96,0.33,0.33,,,0.16,,,2022
Salem,26.79,,,,0.22,0.22,,0.24,0.11,0.04,0.02,0.07,14.36,1.35,0.09,0.24,0.71,0.31,13.01,1.26,0.68,0.46,0.11,9.95,0.62,0.49,0.07,0.07,0.15,,,2022
Salisbury,19.27,,,,0.43,0.43,,,,,,,10.72,2.38,,0.22,1.62,0.54,8.34,1.41,0.32,0.65,0.43,5.41,1.19,1.08,,0.11,0.11,,,2022
Saugus,15.93,,,,0.28,0.28,,0.21,0.07,0.03,0.03,0.07,3.67,1.39,0.31,0.31,0.59,0.17,2.29,1.11,0.73,0.35,0.03,9.87,0.8,0.73,0.03,0.03,,,,2022
Swampscott,11.72,,,,,,,0.13,,0.07,,0.07,2.95,0.65,0.07,0.13,0.33,0.13,2.29,0.92,0.13,0.79,,7.6,0.13,0.13,,,,,,2022
Topsfield,6.08,,,,,,,,,,,,2.43,0.61,,0.15,0.15,0.3,1.82,0.46,,0.46,,2.89,0.3,0.15,,0.15,,,,2022
Wenham,4.6,,,,,,,,,,,,2.2,1.4,,1,0.2,0.2,0.8,0.2,0.2,,,2,0.2,0.2,,,,,,2022
