Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Leverett,5,,,,,,,,,,,,1,1,,,1,,,,,,,4,,,,,,,,2020
Leyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Montague,135,,,,3,3,,,,,,,68,44,1,7,7,29,24,16,6,9,1,45,3,3,,,,,,2020
New Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Northfield,40,,,,,,,,,,,,11,2,,1,1,,9,1,1,,,27,1,1,,,,,,2020
Orange,159,,,,4,4,,,,,,,37,15,1,6,7,1,22,19,11,8,,90,7,7,,,2,,,2020
Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Shelburne,19,,,,,,,,,,,,10,3,,,2,1,7,3,,3,,6,,,,,,,,2020
Shutesbury,2,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,2020
Sunderland,32,,,,2,2,,,,,,,19,6,,,4,2,13,3,3,,,7,1,1,,,,,,2020
Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Whately,15,,,,,,,,,,,,4,4,3,,1,,,3,3,,,7,1,1,,,,,,2020
Greenfield CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
MBTA - Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Franklin State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Franklin State Police Holden,5,0,0,0,0,0,0,2,0,0,0,2,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,2020
Franklin State Police Northampton,21,0,0,0,1,1,0,0,0,0,0,0,20,6,2,0,1,3,14,0,0,0,0,0,0,0,0,0,,0,0,2020
Agawam,516,,,,11,11,,4,3,,,1,199,52,5,10,22,15,147,115,42,59,14,164,21,19,1,1,2,,,2020
Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Western New England Coll,6,,,,,,,,,,,,5,3,,3,,,2,,,,,1,,,,,,,,2020
Brimfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Granville,5,,,,,,,,,,,,1,,,,,,1,1,,1,,2,1,1,,,,,,2020
Hampden,37,,,,,,,1,1,,,,12,2,,,2,,10,6,1,4,1,17,1,1,,,,,,2020
Holland,24,,,,,,,,,,,,14,3,,1,1,1,11,3,2,1,,7,,,,,,,,2020
Longmeadow,161,,,,2,2,,,,,,,26,3,,1,1,1,23,26,14,9,3,97,10,10,,,,,,2020
Ludlow,391,,,,3,3,,2,1,1,,,156,61,4,13,26,18,95,29,22,7,,189,11,10,,1,1,,,2020
Monson,121,,,,2,1,1,,,,,,75,14,2,1,9,2,61,13,7,5,1,23,8,7,1,,,,,2020
Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Palmer,281,,,,9,9,,1,1,,,,162,35,3,4,25,3,127,26,19,5,2,79,4,3,1,,0,,,2020
Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Southwick,125,,,,3,3,,,,,,,58,13,1,6,6,,45,20,4,13,3,35,9,9,,,,,,2020
Tolland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Wales,2,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,2020
West Springfield,"1,204",,,,15,15,,27,8,11,3,5,274,92,15,18,29,30,182,80,32,26,22,727,73,68,4,1,7,,1,2020
Wilbraham,281,,,,7,7,,2,1,1,,,86,13,1,,8,4,73,18,10,5,3,159,8,8,,,1,,,2020
Westfield State College,11,,,,,,,,,,,,7,1,,,,1,6,1,,1,,3,,,,,,,,2020
Holyoke Community College,12,,,,,,,,,,,,6,,,,,,6,,,,,6,,,,,,,,2020
Springfield Technical Community College,3,,,,,,,,,,,,,,,,,,,1,1,,,2,,,,,,,,2020
Western New England University,23,0,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,1,7,1,0,1,0,13,0,0,0,0,,0,0,2020
MBTA - Hampden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Springfield College,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,2,1,0,12,1,1,0,0,0,0,0,2020
Hampden State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampden State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampden State Police Northampton,50,0,0,0,0,0,0,1,0,1,0,0,39,17,3,0,5,9,22,2,2,0,0,1,7,7,0,0,,0,0,2020
Amherst,244,,,,20,20,,4,1,,,3,115,38,8,5,8,17,77,18,12,6,,72,14,14,,,1,,,2020
Belchertown,147,,,,1,1,,,,,,,61,23,2,2,13,6,38,16,12,2,2,60,9,7,2,,,,,2020
Chesterfield,2,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,2020
Cummington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Easthampton,287,,,,11,11,,,,,,,65,15,,2,5,8,50,13,9,3,1,185,12,12,,,1,,,2020
Goshen,3,,,,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,2020
Granby,59,1,1,,2,2,,,,,,,19,5,,,3,2,14,5,1,3,1,30,2,2,,,,,,2020
Hadley,218,,,,2,2,,3,1,,1,1,61,21,1,2,10,8,40,8,4,3,1,138,5,5,,,1,,,2020
Hatfield,22,,,,,,,,,,,,7,1,,,,1,6,3,2,1,,11,1,1,,,,,,2020
Huntington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Middlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Pelham,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2020
Plainfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
South Hadley,394,,,,6,6,,2,,1,,1,162,33,9,6,13,5,129,46,24,15,7,140,34,34,,,4,,,2020
Southampton,93,,,,,,,1,,,,1,8,5,1,,3,1,3,5,,2,3,77,2,2,,,,,,2020
Ware,119,,,,1,1,,3,1,1,,1,78,32,1,6,11,14,46,4,4,,,27,3,3,,,3,,,2020
Westhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Williamsburg,23,,,,1,1,,,,,,,8,2,,,2,,6,3,1,2,,10,1,1,,,,,,2020
Worthington,4,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,2020
U-Mass Amherst,85,,,,,,,,,,,,16,1,,,1,0,15,9,3,4,2,60,,,,,,,,2020
Mt. Holyoke College,11,,,,,,,,,,,,1,,,,,,1,2,2,,,8,,,,,,,,2020
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Smith College,15,,,,,,,,,,,,1,1,,,1,,,1,,,1,12,1,,,1,,,,2020
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Amherst College,15,,,,,,,,,,,,3,2,,,,2,1,3,3,,,9,,,,,,,,2020
MBTA - Hampshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampshire State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampshire State Police Northampton,27,0,0,0,0,0,0,0,0,0,0,0,26,7,1,0,3,3,19,0,0,0,0,1,0,0,0,0,,0,0,2020
Acton,208,,,,1,1,,1,1,,,,74,14,,4,7,3,60,16,6,8,2,110,4,4,,,2,,,2020
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Arlington,240,,,,1,1,,2,,,1,1,104,23,3,7,12,1,81,23,8,12,3,94,15,11,2,2,1,,,2020
Ashby,25,,,,2,2,,,,,,,2,2,1,,,1,,4,3,1,,15,2,2,,,,,,2020
Ashland,154,,,,2,2,,2,2,,,,69,15,1,7,4,3,54,14,8,4,2,49,18,16,1,1,,,,2020
Ayer,94,,,,,,,1,1,,,,52,7,,1,5,1,45,6,3,2,1,33,1,1,,,1,,,2020
Bedford,90,,,,1,1,,1,,1,,,23,9,,,6,3,14,12,11,1,,49,4,4,,,,,,2020
Belmont,238,,,,2,2,,3,,,3,,50,11,,2,8,1,39,86,37,49,,91,5,4,,1,1,,,2020
Billerica,314,1,1,,1,1,,1,1,,,,133,31,3,10,14,4,102,21,10,7,4,133,24,20,1,3,0,,,2020
Boxborough,30,,,,,,,,,,,,23,6,,,5,1,17,1,,1,,6,,,,,,,,2020
Burlington,379,,,,12,12,,4,,,,4,121,29,2,5,11,11,92,20,14,2,4,211,11,10,1,,,,,2020
Carlisle,28,,,,,,,,,,,,14,1,,,,1,13,1,,1,,13,,,,,,,,2020
Chelmsford,383,,,,7,7,,2,1,,,1,72,24,1,5,6,12,48,20,6,4,10,260,22,17,2,3,,,,2020
Concord,179,,,,3,3,,1,1,,,,49,10,,1,4,5,39,10,7,2,1,115,1,1,,,,,,2020
Dracut,440,,,,1,0,1,4,2,,1,1,161,31,6,4,19,2,130,23,13,5,5,215,34,32,1,1,2,,,2020
Dunstable,31,,,,2,2,,,,,,,10,2,,,2,,8,3,,3,,14,,,,,2,,,2020
Holliston,93,,,,4,4,,,,,,,39,9,1,1,4,3,30,9,8,1,,34,7,7,,,,,,2020
Hopkinton,62,,,,,,,,,,,,33,5,1,,4,,28,,,,,27,2,2,,,,,,2020
Hudson,121,,,,2,2,,1,,1,,,46,18,,7,6,5,28,4,1,2,1,64,2,2,,,1,,1,2020
Lincoln,34,,,,,,,,,,,,14,2,,2,,,12,,,,,20,,,,,,,,2020
Littleton,68,,,,2,2,,,,,,,28,4,,,4,,24,3,1,2,,33,2,2,,,,,,2020
Marlborough,810,1,1,,21,21,,6,,2,2,2,425,123,11,38,45,29,302,29,12,11,6,298,27,26,1,,3,,,2020
Maynard,100,,,,5,5,,,,,,,44,12,,,9,3,32,4,3,1,,39,8,8,,,0,,,2020
Medford,877,,,,2,2,,17,9,2,,6,318,53,7,20,18,8,265,36,21,12,3,464,38,32,2,4,2,,,2020
Melrose,215,,,,1,,1,5,1,,1,3,77,20,1,1,13,5,57,17,11,5,1,108,7,7,,,0,,,2020
Natick,547,,,,1,1,,9,2,,1,6,141,22,1,4,12,5,119,21,13,8,,344,30,27,3,,1,,,2020
Newton,704,,,,4,4,,8,2,1,2,3,206,36,1,10,23,2,170,51,24,19,8,420,15,9,3,3,,,,2020
North Reading,79,,,,1,1,,2,,,,2,32,9,2,1,2,4,23,3,1,1,1,38,3,2,,1,,,,2020
Pepperell,113,,,,4,4,,1,1,,,,52,13,,2,10,1,39,6,4,2,,45,3,3,,,2,,,2020
Reading,149,,,,2,2,,,,,,,38,9,,1,5,3,29,12,2,9,1,86,11,11,,,,,,2020
Sherborn,26,,,,,,,,,,,,15,7,,,6,1,8,3,,3,,8,,,,,,,,2020
Shirley,80,,,,4,4,,2,1,,1,,41,15,,2,9,4,26,7,7,,,23,3,1,1,1,,,,2020
Somerville,"1,293",1,1,,14,14,,17,5,2,4,6,292,121,21,33,56,11,171,118,40,76,2,759,90,63,7,20,2,,,2020
Stoneham,243,,,,4,4,,,,,,,79,15,,1,7,7,64,41,14,26,1,97,21,17,3,1,1,,,2020
Stow,45,,,,1,1,,,,,,,17,3,,,3,,14,,,,,22,5,4,,1,,,,2020
Sudbury,104,,,,,,,,,,,,37,14,,2,7,5,23,7,3,4,,53,7,6,,1,,,,2020
Townsend,91,,,,1,1,,,,,,,52,18,,,8,10,34,7,3,3,1,29,1,1,,,1,,,2020
Tyngsborough,74,,,,3,3,,,,,,,38,5,1,1,3,,33,3,1,2,,25,5,5,,,,,,2020
Wakefield,266,,,,4,4,,2,,,,2,100,23,2,3,9,9,77,25,16,5,4,125,9,7,,2,1,,,2020
Waltham,709,1,1,,10,10,,3,,1,1,1,306,71,5,13,39,14,235,51,19,32,,311,24,18,3,3,3,,,2020
Watertown,440,,,,5,5,,5,,,1,4,171,21,2,6,12,1,150,37,16,15,6,212,9,6,,3,1,,,2020
Wayland,1,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,2020
Westford,94,,,,,,,1,,,1,,29,3,,1,1,1,26,3,1,,2,55,5,4,1,,1,,,2020
Weston,49,,,,,,,,,,,,14,2,,,2,,12,4,1,3,,29,2,2,,,,,,2020
Wilmington,249,,,,2,2,,1,1,,,,90,28,2,3,11,12,62,16,4,9,3,125,15,15,,,,,,2020
Winchester,115,,,,1,1,,,,,,,15,10,,,1,9,5,8,8,,,86,4,4,,,1,,,2020
Woburn,568,1,1,,10,10,,7,3,3,0,1,148,36,2,4,14,16,112,37,27,9,1,318,45,40,1,4,2,,,2020
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Bentley College,15,,,,1,1,,,,,,,1,1,,,1,,,2,,2,,11,,,,,,,,2020
Framingham State University,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,2020
U-Mass Lowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Boston and Maine Railroad Police Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Harvard University,307,0,0,0,2,2,0,0,0,0,0,0,24,2,0,0,2,0,22,57,20,32,5,220,4,0,0,4,,0,0,2020
Tufts University Medford,32,,,,,,,,,,,,7,,,,,,7,6,1,5,,19,,,,,,,,2020
Tufts University since 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Boston College,48,,,,1,1,,,,,,,5,,,,,,5,9,2,5,2,31,1,,,1,1,,,2020
Lasell College,8,,,,1,1,,,,,,,1,,,,,,1,1,,1,,5,,,,,,,,2020
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mount IDA College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MBTA - Middlesex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Boston College(Old ORI pre-2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MIT,135,,,,1,1,,,,,,,19,,,,,,19,23,9,14,,92,,,,,,,,2020
Framingham SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Tufts University prior 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Middlesex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Middlesex State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Middlesex State Police Framingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Middlesex State Police Holden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Nantucket County,290,0,0,0,4,4,0,1,0,0,0,1,75,14,0,2,10,2,61,9,5,3,1,198,3,3,0,0,,0,0,2020
Nantucket,290,,,,4,4,,1,,,,1,75,14,,2,10,2,61,9,5,3,1,198,3,3,,,,,,2020
MBTA - Nantucket County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Nantucket State Police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Mt. Ida College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Avon,187,,,,2,2,,1,,,,1,25,10,,,9,1,15,8,4,3,1,144,6,6,,,1,,,2020
Bellingham,314,,,,3,3,,6,3,1,,2,101,27,1,5,17,4,74,15,6,7,2,180,8,8,,,1,,,2020
Braintree,488,1,1,,2,2,,4,2,,1,1,146,84,5,9,15,55,62,38,18,20,,277,20,20,,,,,,2020
Canton,254,,,,2,2,,3,,,1,2,108,69,3,2,22,42,39,12,9,3,,115,14,13,1,,,,,2020
Cohasset,63,,,,1,1,,,,,,,28,8,,1,1,6,20,5,2,3,,29,,,,,,,,2020
Dedham,321,,,,1,1,,3,2,1,,,39,4,1,,3,,35,14,11,3,,223,41,40,1,,,,,2020
Dover,43,1,1,,1,1,,,,,,,10,4,,,4,,6,6,1,5,,23,2,2,,,,,,2020
Foxborough,272,,,,7,7,,4,1,,1,2,135,16,,3,12,1,119,26,16,8,2,86,13,12,,1,1,,,2020
Franklin,99,,,,1,1,,,,,,,60,5,,1,2,2,55,7,3,4,,29,1,,,1,1,,,2020
Holbrook,278,,,,6,6,,3,,,,3,124,34,,2,26,6,90,32,17,10,5,99,13,10,2,1,1,,,2020
Medfield,47,,,,2,2,,,,,,,16,2,,1,1,,14,6,3,1,2,23,,,,,,,,2020
Medway,19,,,,,,,1,,1,,,10,4,,1,3,,6,1,1,,,7,,,,,,,,2020
Millis,40,,,,2,2,,1,,,,1,26,7,,2,1,4,19,2,1,1,,7,2,2,,,,,,2020
Milton,129,,,,6,6,,1,0,,,1,16,1,,1,,,15,9,,9,,88,9,9,,,,,,2020
Needham,187,,,,4,4,,2,,,1,1,62,18,1,4,8,5,44,13,7,4,2,98,8,8,,,,,,2020
Norfolk,22,,,,,,,,,,,,9,2,,,1,1,7,1,,1,,12,,,,,,,,2020
Norwood,365,,,,,,,5,4,,,1,131,30,1,7,21,1,101,19,13,4,2,192,18,17,,1,,,,2020
Sharon,63,,,,1,1,,1,,1,,,27,6,,5,1,,21,6,3,2,1,26,2,2,,,,,,2020
Walpole,372,,,,7,7,,3,1,,1,1,150,24,1,2,14,7,126,25,10,10,5,184,3,2,,1,,,,2020
Wellesley,144,,,,6,6,,,,,,,28,4,,1,2,1,24,19,12,5,2,87,4,4,,,,,,2020
Westwood,187,,,,3,3,,1,,,1,,49,13,2,1,5,5,36,10,4,6,,123,1,1,,,,,,2020
Weymouth,750,2,2,,10,10,,12,2,4,2,4,279,106,3,25,39,39,173,36,17,13,6,373,36,33,,3,2,,,2020
Wrentham,93,,,,1,1,,,,,,,24,8,6,1,1,,16,5,3,2,,62,1,,1,,,,,2020
Babson College,19,,,,,,,,,,,,5,2,,,,2,3,1,,1,,13,,,,,,,,2020
Dean College,4,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2020
Mass Bay Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Curry College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MBTA - Norfolk County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Wellesley College,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,,0,0,2020
Norfolk State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Norfolk State Police Framingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Norfolk State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Bridgewater,149,,,,3,3,,1,,1,,,71,21,2,1,13,5,50,14,9,5,,52,7,5,2,,1,,,2020
Carver,146,,,,2,2,,2,1,,,1,78,10,1,2,4,3,68,13,3,9,1,44,6,2,3,1,1,,,2020
Duxbury,72,,,,3,3,,,,,,,33,8,2,1,4,1,25,1,,,1,31,3,3,,,1,,,2020
East Bridgewater,106,,,,2,2,,,,,,,51,10,1,3,5,1,41,6,1,3,2,40,6,5,1,,1,,,2020
Halifax,90,,,,2,2,,1,,,,1,32,7,,4,1,2,25,6,3,2,1,42,6,5,1,,1,,,2020
Hanover,55,,,,,,,1,,,,1,4,1,,,1,,3,3,2,,1,46,1,1,,,,,,2020
Hanson,81,,,,1,1,,1,,1,,,50,8,,3,3,2,42,4,3,,1,22,2,2,,,1,,,2020
Hingham,234,,,,5,5,,1,,,1,,87,44,14,2,5,23,43,24,5,19,,111,6,4,2,,,,,2020
Hull,169,,,,5,5,,1,,,,1,91,39,1,,14,24,52,10,4,5,1,58,3,3,,,1,,,2020
Kingston,147,,,,4,4,,1,,,,1,48,17,2,3,11,1,31,9,2,5,2,79,5,5,,,1,,,2020
Lakeville,74,,,,3,3,,1,,,,1,38,20,3,1,11,5,18,14,9,4,1,16,2,2,,,,,,2020
Marion,67,,,,1,1,,1,1,,,,24,3,,,3,,21,6,1,2,3,33,2,2,,,,,,2020
Marshfield,127,,,,1,1,,4,1,,,3,51,15,1,3,11,,36,12,1,9,2,50,8,8,,,1,,,2020
Mattapoisett,49,,,,2,2,,1,,,1,,16,4,,,1,3,12,3,1,2,,25,2,2,,,,,,2020
Middleborough,406,2,2,,9,9,,5,1,1,,3,211,77,9,5,32,31,134,29,19,10,,132,17,12,4,1,1,,,2020
Norwell,65,,,,,,,1,,,,1,26,8,,1,1,6,18,3,1,2,,34,1,1,,,,,,2020
Pembroke,108,,,,1,1,,1,,,,1,47,13,1,1,10,1,34,5,1,4,,48,5,5,,,1,,,2020
Plymouth,"1,338",,,,32,32,,11,,2,2,7,575,139,4,23,94,18,436,73,27,44,2,618,25,21,3,1,3,,1,2020
Plympton,54,,,,2,2,,,,,,,21,3,,,3,,18,6,4,2,,24,1,1,,,,,,2020
Rochester,39,,,,1,1,,,,,,,25,3,,,1,2,22,2,,1,1,10,1,1,,,,,,2020
Rockland,168,,,,10,10,,1,,,,1,115,35,1,9,15,10,80,13,7,4,2,25,4,3,,1,,,,2020
Scituate,99,,,,3,3,,1,,1,,,44,7,1,1,4,1,37,3,2,1,,42,4,4,,,,2,,2020
West Bridgewater,90,,,,1,1,,,,,,,22,5,,,4,1,17,9,2,3,4,49,8,8,,,1,,,2020
Whitman,158,,,,3,3,,1,,,,1,75,14,,1,12,1,61,13,3,9,1,59,6,6,,,1,,,2020
Bridgewater State University,15,,,,1,1,,,,,,,5,,,,,,5,,,,,9,,,,,,,,2020
Massasoit Community College,6,,,,,,,,,,,,4,1,1,,,,3,,,,,2,,,,,,,,2020
MBTA - Plymouth County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Plymouth State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Plymouth State Police Middleboro,14,1,0,1,0,0,0,0,0,0,0,0,12,12,0,0,0,12,0,0,0,0,0,0,1,1,0,0,,0,0,2020
Boston College(Old ORI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
"Capitol PD, Boston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Chelsea,"1,307",2,,2,18,17,1,41,8,10,6,17,668,192,20,63,62,47,476,98,62,26,10,405,72,63,,9,2,1,,2020
Winthrop,205,,,,,,,1,,1,,,66,27,,4,9,14,39,14,4,9,1,115,9,7,,2,0,,,2020
Environmental Police,32,0,,0,,,,,,,,,12,8,1,1,6,,4,3,1,1,1,3,8,1,7,,6,,,2020
U-Mass Boston,11,,,,,,,,,,,,2,,,,,,2,,,,,9,,,,,,,,2020
MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Boston University,271,,,,6,6,,1,,,,1,32,3,,2,1,,29,15,10,5,,213,4,1,1,2,,,,2020
Northeastern University,206,0,0,0,3,3,0,2,1,0,0,1,24,6,0,3,3,0,18,8,0,8,0,163,5,3,0,2,1,0,0,2020
Mass College of Art,13,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,10,0,0,0,0,,0,0,2020
Tufts University Suffolk,16,,,,,,,,,,,,2,,,,,,2,,,,,14,,,,,,,,2020
Tufts University Suffolk prior to 01/01/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Bunker Hill Community College,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,,0,0,2020
Beth Israel Deaconess Med Ctr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Simmons University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mass General Hospital,143,,,,,,,,,,,,114,9,,,5,4,105,,,,,29,,,,,,,,2020
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Wentworth Institute of Technology,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,2020
Roxbury Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MCPHS University,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020
Emerson College,35,0,0,0,0,0,0,1,0,0,0,1,11,1,0,0,1,0,10,1,0,1,0,22,0,0,0,0,,0,0,2020
Emerson College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Northeastern U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Wentworth Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Suffolk State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Suffolk State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Suffolk State Police Framingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Suffolk State Police Logan Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2020
Ashburnham,75,,,,1,1,,,,,,,43,7,1,2,4,,36,8,3,5,,19,4,3,1,,,,,2020
Auburn,327,,,,1,1,,2,,1,,1,84,23,,1,14,8,61,21,13,8,,200,19,17,1,1,,,,2020
Barre,47,1,1,,4,4,,,,,,,33,11,,3,8,,22,2,1,1,,6,1,,1,,,,,2020
Berlin,21,,,,,,,1,,,1,,7,6,,2,4,,1,3,2,1,,9,1,1,,,,,,2020
Blackstone,34,,,,1,1,,1,,,,1,23,6,1,3,2,,17,1,1,,,7,1,1,,,,,,2020
Bolton,49,,,,,,,,,,,,24,5,,2,3,,19,4,2,1,1,21,,,,,,,,2020
Boylston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Brookfield,29,,,,1,1,,,,,,,18,1,,,,1,17,5,1,1,3,3,2,2,,,,,,2020
Charlton,89,,,,1,1,,,,,,,44,6,,4,2,,38,12,6,4,2,24,8,7,1,,,,,2020
Douglas,95,,,,4,4,,,,,,,63,10,,,6,4,53,7,,7,,18,3,3,,,,,,2020
Dudley,108,,,,6,6,,,,,,,67,15,,1,9,5,52,11,4,6,1,18,6,6,,,0,,,2020
